Tec;Probab;Probab Acum;Números Aleatórios;;;
;;;0,729239784;20;;
;;;0,793511765;25;;
;;;0,806848354;25;;
;;;0,925321207;30;;
;;;0,263832514;10;;
;;;0,158055361;10;;
;;;0,270638142;10;;
;;;0,472426527;15;;
;;;0,972655416;30;;
;;;0,483077486;15;;
;;;0,435621204;15;;
;;;0,075075533;5;;
;;;0,319223609;15;;
;;;0,637897885;20;;
;;;0,412854396;15;;
;;;0,742240669;20;;
;;;0,749870296;20;;
;;;0,364360485;15;;
;;;0,235084078;10;;
;;;0,100711081;10;;
;;;0,708609272;20;;
;;;0,856044191;25;;
;;;0,244026002;10;;
;;;0,858333079;25;;
;;;0,373455;15;;
;;;0,1752678;10;;
;;;0,964018677;30;;
;;;0,807794427;25;;
;;;0,769096957;25;;
;;;0,539536729;15;;
;;;0,368236335;15;;
;;;0,653065584;20;;
;;;0,413068026;15;;
;;;0,007904294;5;;
;;;0,943845943;30;;
;;;0,439069796;15;;
;;;0,151371807;10;;
;;;0,599597156;15;;
;;;0,461958678;15;;
;;;0,866481521;25;;
;;;0,339701529;15;;
;;;0,37488937;15;;
;;;0,859370708;25;;
;;;0,272072512;10;;
;;;0,026703696;5;;
;;;0,510574664;15;;
;;;0,137333293;10;;
;;;0,556749168;15;;
;;;0,29544969;10;;
;;;0,900723289;30;;
;;;0,68468276;20;;
;;;0,841792047;25;;
;;;0,419171728;15;;
;;;0,313821833;15;;
;;;0,930509354;30;;
;;;0,135074923;10;;
;;;0,987975707;30;;
;;;0,638294626;20;;
;;;0,733695486;20;;
;;;0,788262581;25;;
;;;0,662343211;20;;
;;;0,246620075;10;;
;;;0,414685507;15;;
;;;0,026062807;5;;
;;;0,709921567;20;;
;;;0,010254219;5;;
;;;0,836176641;25;;
;;;0,329355754;15;;
;;;0,981658376;30;;
;;;0,996093631;30;;
;;;0,438825648;15;;
;;;0,952757347;30;;
;;;0,483657338;15;;
;;;0,375469222;15;;
;;;0,638386181;20;;
;;;0,35831782;15;;
;;;0,201208533;10;;
;;;0,578020569;15;;
;;;0,490462966;15;;
;;;0,846736045;25;;
;;;0,33066805;15;;
;;;0,220221564;10;;
;;;0,02887051;5;;
;;;0,166478469;10;;
;;;0,576006348;15;;
;;;0,840968047;25;;
;;;0,184331797;10;;
;;;0,383434553;15;;
;;;0,666066469;20;;
;;;0,974883267;30;;
;;;0,689352092;20;;
;;;0,790917692;25;;
;;;0,748741111;20;;
;;;0,594897305;15;;
;;;0,875545518;25;;
;;;0,142246773;10;;
;;;0,818262276;25;;
;;;0,455092013;15;;
;;;0,770287179;25;;
;;;0,987029633;30;;
;;;0,832056642;25;;
;;;0,365306558;15;;
;;;0,397717215;15;;
;;;0,391582995;15;;
;;;0,673299356;20;;
;;;0,928464614;30;;
;;;0,69185461;20;;
;;;0,826288644;25;;
;;;0,615375225;20;;
;;;0,77211829;25;;
;;;0,926541948;30;;
;;;0,499130222;15;;
;;;0,444563128;15;;
;;;0,805566576;25;;
;;;0,069734794;5;;
;;;0,918881802;30;;
;;;0,897152623;25;;
;;;0,533341472;15;;
;;;0,967802973;30;;
;;;0,966978973;30;;
;;;0,567247536;15;;
;;;0,956724754;30;;
;;;0,76577044;25;;
;;;0,261299478;10;;
;;;0,941679128;30;;
;;;0,094302194;5;;
;;;0,470748009;15;;
;;;0,091708121;5;;
;;;0,717825861;20;;
;;;0,653187658;20;;
;;;0,063692129;5;;
;;;0,709158605;20;;
;;;0,06122013;5;;
;;;0,881435591;25;;
;;;0,066499832;5;;
;;;0,249732963;10;;
;;;0,958677938;30;;
;;;0,133671072;10;;
;;;0,970244453;30;;
;;;0,074587237;5;;
;;;0,323191015;15;;
;;;0,180944243;10;;
;;;0,431165502;15;;
;;;0,807214576;25;;
;;;0,007538072;5;;
;;;0,795648061;25;;
;;;0,640491958;20;;
;;;0,849147008;25;;
;;;0,381878109;15;;
;;;0,643208106;20;;
;;;0,77416303;25;;
;;;0,65541551;20;;
;;;0,632160405;20;;
;;;0,011810663;5;;
;;;0,929013947;30;;
;;;0,551286355;15;;
;;;0,435682241;15;;
;;;0,411206397;15;;
;;;0,451521348;15;;
;;;0,370769372;15;;
;;;0,169621876;10;;
;;;0,571581164;15;;
;;;0,065401166;5;;
;;;0,699179052;20;;
;;;0,309121982;15;;
;;;0,874691;25;;
;;;0,704184088;20;;
;;;0;5;;
;;;0,171086764;10;;
;;;0,747245705;20;;
;;;0,455214087;15;;
;;;0,408215583;15;;
;;;0,659871212;20;;
;;;0,048982208;5;;
;;;0,521225623;15;;
;;;0,470412305;15;;
;;;0,171208838;10;;
;;;0,985686819;30;;
;;;0,605670339;20;;
;;;0,613788263;20;;
;;;0,310678426;15;;
;;;0,578997162;15;;
;;;0,628192999;20;;
;;;0,624835963;20;;
;;;0,58272042;15;;
;;;0,224463637;10;;
;;;0,176427503;10;;
;;;0,918881802;30;;
;;;0,70659505;20;;
;;;0,368022706;15;;
;;;0,600360118;20;;
;;;0,882015442;25;;
;;;0,715872677;20;;
;;;0,833582568;25;;
;;;0,155430769;10;;
;;;0,066652425;5;;
;;;0,496810816;15;;
;;;0,83169042;25;;
;;;0,101016266;10;;
;;;0,521622364;15;;
;;;0,923093356;30;;
;;;0,181524094;10;;
;;;0,15970336;10;;
;;;0,038331248;5;;
;;;0,241828669;10;;
;;;0,77681814;25;;
;;;0,244758446;10;;
;;;0,594409009;15;;
;;;0,868434706;25;;
;;;0,82699057;25;;
;;;0,860957671;25;;
;;;0,7755974;25;;
;;;0,245368816;10;;
;;;0,905423139;30;;
;;;0,085726493;5;;
;;;0,457472457;15;;
;;;0,922116764;30;;
;;;0,335032197;15;;
;;;0,536545915;15;;
;;;0,528366955;15;;
;;;0,511520737;15;;
;;;0,943571276;30;;
;;;0,230933561;10;;
;;;0,934293649;30;;
;;;0,680043947;20;;
;;;0,71868038;20;;
;;;0,745262001;20;;
;;;0,827509384;25;;
;;;0,826746422;25;;
;;;0,395245216;15;;
;;;0,578569903;15;;
;;;0,0999176;5;;
;;;0,608447523;20;;
;;;0,50511185;15;;
;;;0,127903073;10;;
;;;0,082338939;5;;
;;;0,966795862;30;;
;;;0,921323283;30;;
;;;0,181127354;10;;
;;;0,691213721;20;;
;;;0,813287759;25;;
;;;0,42732017;15;;
;;;0,333384198;15;;
;;;0,803521836;25;;
;;;0,028901028;5;;
;;;0,343394269;15;;
;;;0,233954894;10;;
;;;0,141850032;10;;
;;;0,934720908;30;;
;;;0,740348521;20;;
;;;0,069215979;5;;
;;;0,450361644;15;;
;;;0,888790551;25;;
;;;0,272804956;10;;
;;;0,188268685;10;;
;;;0,242652669;10;;
;;;0,166905728;10;;
;;;0,162694174;10;;
;;;0,277413251;10;;
;;;0,903836177;30;;
;;;0,782525101;25;;
;;;0,364421522;15;;
;;;0,989593188;30;;
;;;0,426587725;15;;
;;;0,402264473;15;;
;;;0,442854091;15;;
;;;0,435285501;15;;
;;;0,564012574;15;;
;;;0,013702811;5;;
;;;0,195623646;10;;
;;;0,440961943;15;;
;;;0,679006317;20;;
;;;0,501144444;15;;
;;;0,550584429;15;;
;;;0,981261635;30;;
;;;0,072786645;5;;
;;;0,785637989;25;;
;;;0,770134587;25;;
;;;0,691305277;20;;
;;;0,072786645;5;;
;;;0,686269723;20;;
;;;0,493331706;15;;
;;;0,865504929;25;;
;;;0,661610767;20;;
;;;0,157933287;10;;
;;;0,647053438;20;;
;;;0,848567156;25;;
;;;0,928495132;30;;
;;;0,062410352;5;;
;;;0,757713553;25;;
;;;0,225806452;10;;
;;;0,123966185;10;;
;;;0,12900174;10;;
;;;0,694601276;20;;
;;;0,718161565;20;;
;;;0,599536119;15;;
;;;0,260780663;10;;
;;;0,375865963;15;;
;;;0,188512833;10;;
;;;0,413159581;15;;
;;;0,842829676;25;;
;;;0,469130528;15;;
;;;0,666096988;20;;
;;;0,882290109;25;;
;;;0,208624531;10;;
;;;0,616901151;20;;
;;;0,794000061;25;;
;;;0,864986114;25;;
;;;0,921018097;30;;
;;;0,21909238;10;;
;;;0,607409894;20;;
;;;0,051240577;5;;
;;;0,023682363;5;;
;;;0,303201392;15;;
;;;0,047639393;5;;
;;;0,045228431;5;;
;;;0,919858394;30;;
;;;0,513748589;15;;
;;;0,119266335;10;;
;;;0,519363994;15;;
;;;0,033845027;5;;
;;;0,751976073;25;;
;;;0,095583972;5;;
;;;0,22257149;10;;
;;;0,912442396;30;;
;;;0,497268593;15;;
;;;0,679525132;20;;
;;;0,122867519;10;;
;;;0,921628468;30;;
;;;0,341502121;15;;
;;;0,525528733;15;;
;;;0,466048158;15;;
;;;0,19553209;10;;
;;;0,767509995;25;;
;;;0,029572436;5;;
;;;0,031708731;5;;
;;;0,993621632;30;;
;;;0,702719199;20;;
;;;0,792413099;25;;
;;;0,367748039;15;;
;;;0,121799371;10;;
;;;0,879970702;25;;
;;;0,663167211;20;;
;;;0,284585101;10;;
;;;0,575121311;15;;
;;;0,535477767;15;;
;;;0,769310587;25;;
;;;0,390484329;15;;
;;;0,056550798;5;;
;;;0,476729637;15;;
;;;0,439161351;15;;
;;;0,949125645;30;;
;;;0,529648732;15;;
;;;0,050019837;5;;
;;;0,423139134;15;;
;;;0,840540788;25;;
;;;0,460127567;15;;
;;;0,040284433;5;;
;;;0,320200201;15;;
;;;0,90704062;30;;
;;;0,903530992;30;;
;;;0,033356731;5;;
;;;0,615527818;20;;
;;;0,465071566;15;;
;;;0,094576861;5;;
;;;0,272560808;10;;
;;;0,235816523;10;;
;;;0,264290292;10;;
;;;0,695181127;20;;
;;;0,540696432;15;;
;;;0,028473769;5;;
;;;0,675130467;20;;
;;;0,356028932;15;;
;;;0,098666341;5;;
;;;0,070711386;5;;
;;;0,386242256;15;;
;;;0,74999237;20;;
;;;0,211859493;10;;
;;;0,215247047;10;;
;;;0,392956328;15;;
;;;0,731437117;20;;
;;;0,295937986;10;;
;;;0,778160955;25;;
;;;0,557817316;15;;
;;;0,779595325;25;;
;;;0,212652974;10;;
;;;0,776055177;25;;
;;;0,524887844;15;;
;;;0,380748924;15;;
;;;0,747764519;20;;
;;;0,618030335;20;;
;;;0,268654439;10;;
;;;0,506515702;15;;
;;;0,801293985;25;;
;;;0,658925138;20;;
;;;0,058931242;5;;
;;;0,843958861;25;;
;;;0,32248909;15;;
;;;0,520371105;15;;
;;;0,123203223;10;;
;;;0,933713797;30;;
;;;0,519760735;15;;
;;;0,585467086;15;;
;;;0,787347026;25;;
;;;0,873012482;25;;
;;;0,377452925;15;;
;;;0,573564867;15;;
;;;0,376049074;15;;
;;;0,738975188;20;;
;;;0,010345775;5;;
;;;0,60155034;20;;
;;;0,654438917;20;;
;;;0,38901944;15;;
;;;0,887691885;25;;
;;;0,637470626;20;;
;;;0,091830195;5;;
;;;0,79464095;25;;
;;;0,456923124;15;;
;;;0,753227332;25;;
;;;0,72911771;20;;
;;;0,564195685;15;;
;;;0,199926756;10;;
;;;0,081972716;5;;
;;;0,930661946;30;;
;;;0,811975463;25;;
;;;0,651387066;20;;
;;;0,887447737;25;;
;;;0,802545244;25;;
;;;0,028748436;5;;
;;;0,411664174;15;;
;;;0,650105289;20;;
;;;0,557969909;15;;
;;;0,110782189;10;;
;;;0,685079501;20;;
;;;0,577837458;15;;
;;;0,610919523;20;;
;;;0,203192236;10;;
;;;0,374706259;15;;
;;;0,446241646;15;;
;;;0,680013428;20;;
;;;0,513992737;15;;
;;;0,265175329;10;;
;;;0,175481429;10;;
;;;0,682973724;20;;
;;;0,755211035;25;;
;;;0,324411756;15;;
;;;0,049623096;5;;
;;;0,703756829;20;;
;;;0,367015595;15;;
;;;0,656117435;20;;
;;;0,984771264;30;;
;;;0,812738426;25;;
;;;0,181585131;10;;
;;;0,133457442;10;;
;;;0,752433851;25;;
;;;0,022125919;5;;
;;;0,682393872;20;;
;;;0,246009705;10;;
;;;0,564012574;15;;
;;;0,157078768;10;;
;;;0,515518662;15;;
;;;0,190679647;10;;
;;;0,923123875;30;;
;;;0,924253059;30;;
;;;0,409344768;15;;
;;;0,738029115;20;;
;;;0,151371807;10;;
;;;0,958586383;30;;
;;;0,158391064;10;;
;;;0,905178991;30;;
;;;0,494766076;15;;
;;;0,130375072;10;;
;;;0,828272347;25;;
;;;0,966795862;30;;
;;;0,215704825;10;;
;;;0,89291055;25;;
;;;0,837000641;25;;
;;;0,834986419;25;;
;;;0,578295236;15;;
;;;0,952391125;30;;
;;;0,07022309;5;;
;;;0,339762566;15;;
;;;0,132053591;10;;
;;;0,041657765;5;;
;;;0,685354167;20;;
;;;0,441114536;15;;
;;;0,200781274;10;;
;;;0,078524125;5;;
;;;0,761589404;25;;
;;;0,903805658;30;;
;;;0,982818079;30;;
;;;0,490035707;15;;
;;;0,451918088;15;;
;;;0,466505936;15;;
;;;0,16870632;10;;
;;;0,984008301;30;;
;;;0,793420209;25;;
;;;0,036317026;5;;
;;;0,483108005;15;;
;;;0,549333171;15;;
;;;0,831629383;25;;
;;;0,939817499;30;;
;;;0,056215094;5;;
;;;0,965758232;30;;
;;;0,216132084;10;;
;;;0,761925108;25;;
;;;0,031922361;5;;
;;;0,604754784;20;;
;;;0,922757653;30;;
;;;0,804315317;25;;
;;;0,318491165;15;;
;;;0,802850429;25;;
;;;0,258980071;10;;
;;;0,69368572;20;;
;;;0,887783441;25;;
;;;0,588030641;15;;
;;;0,809106723;25;;
;;;0,171971801;10;;
;;;0,529923399;15;;
;;;0,041505173;5;;
;;;0,474593341;15;;
;;;0,599566637;15;;
;;;0,469252602;15;;
;;;0,074983978;5;;
;;;0,266945402;10;;
;;;0,202185125;10;;
;;;0,747520371;20;;
;;;0,905484176;30;;
;;;0,00839259;5;;
;;;0,593859676;15;;
;;;0,781243324;25;;
;;;0,00839259;5;;
;;;0,597155675;15;;
;;;0,605761895;20;;
;;;0,999053926;30;;
;;;0,830835902;25;;
;;;0,993377483;30;;
;;;0,953581347;30;;
;;;0,965330973;30;;
;;;0,045350505;5;;
;;;0,582079531;15;;
;;;0,773735771;25;;
;;;0,896420179;25;;
;;;0,626422926;20;;
;;;0,069307535;5;;
;;;0,559862056;15;;
;;;0,975737785;30;;
;;;0,530167547;15;;
;;;0,567735832;15;;
;;;0,531388287;15;;
;;;0,373851741;15;;
;;;0,258949553;10;;
;;;0,027710807;5;;
;;;0,964415418;30;;
;;;0,380108036;15;;
;;;0,091952269;5;;
;;;0,67076632;20;;
;;;0,517166662;15;;
;;;0,551408429;15;;
;;;0,26310007;10;;
;;;0,580889309;15;;
;;;0,080782495;5;;
;;;0,285287027;10;;
;;;0,867305521;25;;
;;;0,110446486;10;;
;;;0,186468093;10;;
;;;0,722891934;20;;
;;;0,776665548;25;;
;;;0,256782739;10;;
;;;0,500961333;15;;
;;;0,388103885;15;;
;;;0,347727897;15;;
;;;0,665761284;20;;
;;;0,440687277;15;;
;;;0,46949675;15;;
;;;0,200750755;10;;
;;;0,418469802;15;;
;;;0,436658834;15;;
;;;0,151036103;10;;
;;;0,852748192;25;;
;;;0,257393109;10;;
;;;0,880916776;25;;
;;;0,897885067;25;;
;;;0,485030671;15;;
;;;0,408520768;15;;
;;;0,285683767;10;;
;;;0,103213599;10;;
;;;0,627124851;20;;
;;;0,654866176;20;;
;;;0,687063204;20;;
;;;0,003387555;5;;
;;;0,037598804;5;;
;;;0,818781091;25;;
;;;0,823541978;25;;
;;;0,265999329;10;;
;;;0,563737907;15;;
;;;0,308328501;15;;
;;;0,121707816;10;;
;;;0,158665731;10;;
;;;0,260536515;10;;
;;;0,884670553;25;;
;;;0,019562365;5;;
;;;0,703878903;20;;
;;;0,551225318;15;;
;;;0,305917539;15;;
;;;0,658955657;20;;
;;;0,726523637;20;;
;;;0,709707938;20;;
;;;0,004852443;5;;
;;;0,478560747;15;;
;;;0,200140385;10;;
;;;0,446577349;15;;
;;;0,455519272;15;;
;;;0,7383343;20;;
;;;0,798455763;25;;
;;;0,880123295;25;;
;;;0,385784478;15;;
;;;0,507034516;15;;
;;;0,057863094;5;;
;;;0,672841578;20;;
;;;0,491897336;15;;
;;;0,14374218;10;;
;;;0,057924131;5;;
;;;0,615985595;20;;
;;;0,811120945;25;;
;;;0,804803613;25;;
;;;0,0253914;5;;
;;;0,441755425;15;;
;;;0,408795434;15;;
;;;0,007385479;5;;
;;;0,768547624;25;;
;;;0,145970031;10;;
;;;0,536332286;15;;
;;;0,78112125;25;;
;;;0,34745323;15;;
;;;0,601367229;20;;
;;;0,915860469;30;;
;;;0,4385815;15;;
;;;0,887447737;25;;
;;;0,743308817;20;;
;;;0,308267464;15;;
;;;0,496383557;15;;
;;;0,940672018;30;;
;;;0,108829005;10;;
;;;0,020661031;5;;
;;;0,777794733;25;;
;;;0,30344554;15;;
;;;0,010834071;5;;
;;;0,509567553;15;;
;;;0,228278451;10;;
;;;0,694418165;20;;
;;;0,127842036;10;;
;;;0,735892819;20;;
;;;0,475386822;15;;
;;;0,200506607;10;;
;;;0,791405988;25;;
;;;0,42832728;15;;
;;;0,663441877;20;;
;;;0,896755882;25;;
;;;0,751579333;25;;
;;;0,911160619;30;;
;;;0,595690786;15;;
;;;0,545915098;15;;
;;;0,702749718;20;;
;;;0,65254677;20;;
;;;0,713614307;20;;
;;;0,784936064;25;;
;;;0,349986267;15;;
;;;0,190160833;10;;
;;;0,945829646;30;;
;;;0,703451643;20;;
;;;0,297891171;10;;
;;;0,58967864;15;;
;;;0,957152013;30;;
;;;0,221411786;10;;
;;;0,542832728;15;;
;;;0,092806787;5;;
;;;0,829554125;25;;
;;;0,171849727;10;;
;;;0,850154118;25;;
;;;0,111148412;10;;
;;;0,705557421;20;;
;;;0,494613483;15;;
;;;0,797112949;25;;
;;;0,221991638;10;;
;;;0,426313059;15;;
;;;0,448072756;15;;
;;;0,763328959;25;;
;;;0,322000793;15;;
;;;0,694662313;20;;
;;;0,244483779;10;;
;;;0,64967803;20;;
;;;0,595843379;15;;
;;;0,795068209;25;;
;;;0,015411847;5;;
;;;0,606891079;20;;
;;;0,455183569;15;;
;;;0,401226844;15;;
;;;0,513565477;15;;
;;;0,555131687;15;;
;;;0,104678488;10;;
;;;0,503128147;15;;
;;;0,457045198;15;;
;;;0,776085696;25;;
;;;0,891323588;25;;
;;;0,984191412;30;;
;;;0,92260506;30;;
;;;0,358226264;15;;
;;;0,093020417;5;;
;;;0,88021485;25;;
;;;0,693990905;20;;
;;;0,777184362;25;;
;;;0,303140355;15;;
;;;0,851191748;25;;
;;;0,971373638;30;;
;;;0,391705069;15;;
;;;0,066682943;5;;
;;;0,89721366;25;;
;;;0,348643452;15;;
;;;0,137485885;10;;
;;;0,925016022;30;;
;;;0,849879452;25;;
;;;0,464430677;15;;
;;;0,198828089;10;;
;;;0,524704733;15;;
;;;0,670216987;20;;
;;;0,23300882;10;;
;;;0,940672018;30;;
;;;0,947447127;30;;
;;;0,084475234;5;;
;;;0,061952574;5;;
;;;0,881099887;25;;
;;;0,916501358;30;;
;;;0,589312418;15;;
;;;0,961943419;30;;
;;;0,986724448;30;;
;;;0,036683248;5;;
;;;0,356975005;15;;
;;;0,95556505;30;;
;;;0,070894498;5;;
;;;0,723776971;20;;
;;;0,072573016;5;;
;;;0,691335795;20;;
;;;0,577318644;15;;
;;;0,979277932;30;;
;;;0,233741264;10;;
;;;0,668843654;20;;
;;;0,529160436;15;;
;;;0,667653432;20;;
;;;0,944944609;30;;
;;;0,981597339;30;;
;;;0,925840022;30;;
;;;0,451429792;15;;
;;;0,736747337;20;;
;;;0,983550523;30;;
;;;0,368022706;15;;
;;;0,040681173;5;;
;;;0,44206061;15;;
;;;0,7858211;25;;
;;;0,192571795;10;;
;;;0,913724174;30;;
;;;0,660084841;20;;
;;;0,989928892;30;;
;;;0,898464919;25;;
;;;0,163884396;10;;
;;;0,839381085;25;;
;;;0,563097018;15;;
;;;0,144840846;10;;
;;;0,630512406;20;;
;;;0,511398663;15;;
;;;0,262886441;10;;
;;;0,102908414;10;;
;;;0,968626972;30;;
;;;0,705740532;20;;
;;;0,516678365;15;;
;;;0,442213202;15;;
;;;0,814630573;25;;
;;;0,078127384;5;;
;;;0,162511063;10;;
;;;0,733115635;20;;
;;;0,703878903;20;;
;;;0,782647176;25;;
;;;0,957518235;30;;
;;;0,546617023;15;;
;;;0,896664327;25;;
;;;0,619190039;20;;
;;;0,260048219;10;;
;;;0,032471694;5;;
;;;0,768150884;25;;
;;;0,487868892;15;;
;;;0,792260506;25;;
;;;0,257423627;10;;
;;;0,919705802;30;;
;;;0,681051057;20;;
;;;0,888515885;25;;
;;;0,083986938;5;;
;;;0,666493728;20;;
;;;0,044526505;5;;
;;;0,136722922;10;;
;;;0,871852779;25;;
;;;0,058778649;5;;
;;;0,539414655;15;;
;;;0,818506424;25;;
;;;0,782708213;25;;
;;;0,092501602;5;;
;;;0,235023041;10;;
;;;0,054109317;5;;
;;;0,969817194;30;;
;;;0,265449995;10;;
;;;0,265449995;10;;
;;;0,059083834;5;;
;;;0,433515427;15;;
;;;0,135532701;10;;
;;;0,77968688;25;;
;;;0,418256172;15;;
;;;0,824243904;25;;
;;;0,0372631;5;;
;;;0,417340617;15;;
;;;0,783562731;25;;
;;;0,973754082;30;;
;;;0,612537004;20;;
;;;0,341013825;15;;
;;;0,902005066;30;;
;;;0,436262093;15;;
;;;0,312295907;15;;
;;;0,356547746;15;;
;;;0,380046999;15;;
;;;0,820795312;25;;
;;;0,525101474;15;;
;;;0,152378918;10;;
;;;0,090334788;5;;
;;;0,195287942;10;;
;;;0,488723411;15;;
;;;0,189306314;10;;
;;;0,627521592;20;;
;;;0,344828639;15;;
;;;0,641590625;20;;
;;;0,271980956;10;;
;;;0,718894009;20;;
;;;0,164189581;10;;
;;;0,569383831;15;;
;;;0,333048494;15;;
;;;0,996490371;30;;
;;;0,966551714;30;;
;;;0,204107791;10;;
;;;0,461745048;15;;
;;;0,036896878;5;;
;;;0,989471114;30;;
;;;0,431165502;15;;
;;;0,707663198;20;;
;;;0,074709311;5;;
;;;0,879512925;25;;
;;;0,76064333;25;;
;;;0,69124424;20;;
;;;0,295907468;10;;
;;;0,43632313;15;;
;;;0,21970275;10;;
;;;0,552110355;15;;
;;;0,118076113;10;;
;;;0,398113956;15;;
;;;0,121799371;10;;
;;;0,266609699;10;;
;;;0,36262093;15;;
;;;0,549027985;15;;
;;;0,868861965;25;;
;;;0,865718558;25;;
;;;0,726340526;20;;
;;;0,930234687;30;;
;;;0,443220313;15;;
;;;0,584459975;15;;
;;;0,457502976;15;;
;;;0,435804315;15;;
;;;0,745139927;20;;
;;;0,474501785;15;;
;;;0,643879513;20;;
;;;0,574602496;15;;
;;;0,432294687;15;;
;;;0,510666219;15;;
;;;0,01782281;5;;
;;;0,679219947;20;;
;;;0,417432173;15;;
;;;0,722800378;20;;
;;;0,685567797;20;;
;;;0,343760491;15;;
;;;0,680471206;20;;
;;;0,384472182;15;;
;;;0,686208686;20;;
;;;0,371166112;15;;
;;;0,551347392;15;;
;;;0,789452803;25;;
;;;0,787438581;25;;
;;;0,011566515;5;;
;;;0,119937742;10;;
;;;0,647267067;20;;
;;;0,423596912;15;;
;;;0,773125401;25;;
;;;0,928891873;30;;
;;;0,629322184;20;;
;;;0,182531205;10;;
;;;0,585955382;15;;
;;;0,606036561;20;;
;;;0,096499527;5;;
;;;0,747795038;20;;
;;;0,601306192;20;;
;;;0,592822047;15;;
;;;0,53971984;15;;
;;;0,701712088;20;;
;;;0,406384472;15;;
;;;0,624073;20;;
;;;0,764610736;25;;
;;;0,096621601;5;;
;;;0,93673513;30;;
;;;0,116428114;10;;
;;;0,351664785;15;;
;;;0,199346904;10;;
;;;0,866786706;25;;
;;;0,121250038;10;;
;;;0,422925504;15;;
;;;0,316232795;15;;
;;;0,760521256;25;;
;;;0,997894223;30;;
;;;0,24652852;10;;
;;;0,104159673;10;;
;;;0,762962737;25;;
;;;0,464094974;15;;
;;;0,710592975;20;;
;;;0,274391919;10;;
;;;0,113925596;10;;
;;;0,179754021;10;;
;;;0,197241127;10;;
;;;0,095034639;5;;
;;;0,265388958;10;;
;;;0,519974364;15;;
;;;0,888454848;25;;
;;;0,598742637;15;;
;;;0,883571886;25;;
;;;0,693716239;20;;
;;;0,034730064;5;;
;;;0,901699881;30;;
;;;0,516861476;15;;
;;;0,864589373;25;;
;;;0,217932676;10;;
;;;0,540086062;15;;
;;;0,211462752;10;;
;;;0,429792169;15;;
;;;0,13943907;10;;
;;;0,230597858;10;;
;;;0,855067598;25;;
;;;0,113589892;10;;
;;;0,965056307;30;;
;;;0,960722678;30;;
;;;0,530442213;15;;
;;;0,031250954;5;;
;;;0,757621998;25;;
;;;0,815637684;25;;
;;;0,66032899;20;;
;;;0,380077517;15;;
;;;0,02908414;5;;
;;;0,447553941;15;;
;;;0,224036378;10;;
;;;0,913815729;30;;
;;;0,942747276;30;;
;;;0,593951231;15;;
;;;0,82821131;25;;
;;;0,856166265;25;;
;;;0,196874905;10;;
;;;0,550706503;15;;
;;;0,911740471;30;;
;;;0,410351878;15;;
;;;0,121951964;10;;
;;;0,006744591;5;;
;;;0,867183447;25;;
;;;0,520310068;15;;
;;;0,02130192;5;;
;;;0,146366771;10;;
;;;0,35914182;15;;
;;;0,040375988;5;;
;;;0,287514878;10;;
;;;0,425031281;15;;
;;;0,621326334;20;;
;;;0,969237342;30;;
;;;0,325479904;15;;
;;;0,925504318;30;;
;;;0,013214515;5;;
;;;0,904629658;30;;
;;;0,813135166;25;;
;;;0,700338755;20;;
;;;0,61793878;20;;
;;;0,374980926;15;;
;;;0,331553087;15;;
;;;0,006775109;5;;
;;;0,162266915;10;;
;;;0,204443495;10;;
;;;0,895352031;25;;
;;;0,840662862;25;;
;;;0,040162358;5;;
;;;0,567003388;15;;
;;;0,414593951;15;;
;;;0,675130467;20;;
;;;0,721213416;20;;
;;;0,8865627;25;;
;;;0,61998352;20;;
;;;0,811090426;25;;
;;;0,324747459;15;;
;;;0,238959929;10;;
;;;0,48158208;15;;
;;;0,244788965;10;;
;;;0,641743217;20;;
;;;0,412274545;15;;
;;;0,653614917;20;;
;;;0,459639271;15;;
;;;0,384594256;15;;
;;;0,281167028;10;;
;;;0,975249489;30;;
;;;0,047761467;5;;
;;;0,947355571;30;;
;;;0,652394177;20;;
;;;0,559831538;15;;
;;;0,568132572;15;;
;;;0,456404309;15;;
;;;0,237159337;10;;
;;;0,502945036;15;;
;;;0,547044282;15;;
;;;0,393719291;15;;
;;;0,906460768;30;;
;;;0,740836818;20;;
;;;0,027771844;5;;
;;;0,57350383;15;;
;;;0,886104923;25;;
;;;0,090670492;5;;
;;;0,574846644;15;;
;;;0,75368511;25;;
;;;0,047334208;5;;
;;;0,003601184;5;;
;;;0,140110477;10;;
;;;0,663319803;20;;
;;;0,949552904;30;;
;;;0,061891537;5;;
;;;0,695974609;20;;
;;;0,727408673;20;;
;;;0,790887173;25;;
;;;0,751579333;25;;
;;;0,042725913;5;;
;;;0,270088809;10;;
;;;0,923673208;30;;
;;;0,541489914;15;;
;;;0,695974609;20;;
;;;0,477614673;15;;
;;;0,090273751;5;;
;;;0,800714133;25;;
;;;0,260048219;10;;
;;;0,902554399;30;;
;;;0,036133915;5;;
;;;0,584551531;15;;
;;;0,194555498;10;;
;;;0,789757988;25;;
;;;0,655781732;20;;
;;;0,821314127;25;;
;;;0,37919248;15;;
;;;0,006530961;5;;
;;;0,328348643;15;;
;;;0,930478835;30;;
;;;0,383892331;15;;
;;;0,857020783;25;;
;;;0,599047823;15;;
;;;0,404034547;15;;
;;;0,850550859;25;;
;;;0,562761315;15;;
;;;0,862178411;25;;
;;;0,381694998;15;;
;;;0,891720328;25;;
;;;0,690664388;20;;
;;;0,202734458;10;;
;;;0,751609851;25;;
;;;0,913754692;30;;
